626;0
627;11
628;5
629;9
630;11
631;14
632;9
633;11
634;6
635;1
636;9
637;4
638;13
639;7
640;11
641;3
642;5
643;12
644;1
645;3
646;3
647;11
648;9
649;2
650;8
651;14
652;10
653;0
654;4
655;14
656;9
657;14
658;0
659;13
660;4
661;1
662;12
663;13
664;12
665;11
666;15
667;11
668;10
669;11
670;12
671;3
672;7
673;4
674;8
675;1
676;1
677;2
678;1
679;15
680;5
681;11
682;7
683;7
684;15
685;0
686;14
687;15
688;4
689;6
690;3
691;3
692;1
693;0
694;1
695;5
696;4
697;9
698;3
699;7
700;11
701;11
702;12
703;11
704;12
705;10
706;10
707;0
708;13
709;14
710;7
711;0
712;12
713;7
714;5
715;14
716;0
717;5
718;9
719;2
720;8
721;5
722;8
723;12
724;10
725;4
726;11
727;1
728;12
729;1
730;15
731;15
732;13
733;1
734;5
735;14
736;6
737;11
738;4
739;15
740;5
741;1
742;6
743;6
744;15
745;2
746;13
747;11
748;7
749;3
750;15
751;13
752;6
753;1
754;3
755;3
756;13
757;14
758;5
759;8
760;2
761;12
762;10
763;14
764;10
765;10
766;0
767;7
768;1
769;15
770;11
771;2
772;4
773;13
774;7
775;12
776;9
777;1
778;2
779;1
780;12
781;5
782;6
783;1
784;3
785;12
786;4
787;6
788;12
789;14
790;4
791;11
792;12
793;3
794;12
795;4
796;6
797;10
798;14
799;15
800;8
801;6
802;4
803;12
804;5
805;0
806;9
807;1
808;3
809;4
810;15
811;5
812;3
813;15
814;13
815;3
816;3
817;2
818;13
819;3
820;7
821;9
822;4
823;3
824;5
825;5
826;12
827;1
828;2
829;6
830;13
831;3
832;7
833;9
834;4
835;0
836;8
837;11
838;2
839;4
840;11
841;0
842;7
843;13
844;14
845;9
846;4
847;10
848;7
849;15
850;8
851;10
852;0
853;13
854;1
855;15
856;9
857;12
858;10
859;8
860;4
861;11
862;8
863;8
864;15
865;4
866;4
867;9
868;6
869;15
870;8
871;1
872;3
873;12
874;9
875;1
876;10
877;1
878;1
879;14
880;13
881;7
882;13
883;3
884;14
885;5
886;1
887;9
888;14
889;12
890;9
891;3
892;2
893;5
894;11
895;13
896;9
897;7
898;7
899;9
900;5
901;11
902;0
903;12
904;2
905;5
906;5
907;10
908;7
909;8
910;9
911;1
912;13
913;8
914;15
915;11
916;12
917;5
918;13
919;6
920;1
921;2
922;11
923;2
924;11
925;13
926;1
927;8
928;11
929;15
930;12
931;15
932;7
933;0
934;5
935;4
936;14
937;13
938;1
939;8
940;7
941;8
942;4
943;5
944;6
945;7
946;10
947;0
948;5
949;13
950;2
951;0
952;4
953;7
954;8
955;15
956;11
957;13
958;8
959;4
960;10
961;14
962;4
963;13
964;0
965;4
966;1
967;7
968;10
969;15
970;0
971;11
972;14
973;2
974;2
975;3
976;14
977;14
978;3
979;0
980;4
981;15
982;8
983;9
984;9
985;7
986;2
987;0
988;7
989;12
990;0
991;9
992;4
993;14
994;7
995;4
996;8
997;12
998;8
999;5
1000;12
1001;15
1002;13
1003;11
1004;8
1005;8
1006;8
1007;7
1008;10
1009;12
1010;13
1011;10
1012;1
1013;9
1014;1
1015;11
1016;13
1017;0
1018;6
1019;1
1020;11
1021;1
1022;8
1023;12
1024;11
1025;4
1026;8
1027;7
1028;3
1029;0
1030;14
1031;8
1032;8
1033;13
1034;11
1035;15
1036;15
1037;10
1038;12
1039;13
1040;7
1041;13
1042;4
1043;8
1044;0
1045;12
1046;3
1047;0
1048;11
1049;15
1050;3
1051;1
1052;9
1053;3
1054;9
1055;12
1056;5
1057;7
1058;1
1059;0
1060;4
1061;8
1062;9
1063;5
1064;5
1065;10
1066;12
1067;6
1068;11
1069;15
1070;13
1071;15
1072;15
1073;12
1074;2
1075;11
1076;10
1077;0
1078;15
1079;15
1080;0
1081;1
1082;9
1083;12
1084;2
1085;1
1086;5
1087;2
1088;3
1089;14
1090;9
1091;3
1092;5
1093;0
1094;14
1095;12
1096;1
1097;14
1098;5
1099;9
1100;12
1101;6
1102;13
1103;14
1104;12
